title,id,activity,creation,status
Issue with ssl package,24545,2015-07-01.18:37:11,2015-07-01.13:40:52,1
Race condition and crash when embedding multi-thread script,24544,2015-07-01.13:06:00,2015-07-01.13:05:29,1
Increased Test Coverage for Lib/random.py,24533,2015-07-01.10:38:09,2015-06-29.18:34:47,1
Incorrect (misleading) statement in the execution model documentation,24129,2015-07-01.08:41:04,2015-05-05.20:51:59,1
support multiple hosts in create_server/start_server,23630,2015-07-01.06:35:20,2015-03-10.18:18:41,1
ssl - SSL_OP_NO_TICKET not reimplemented,24542,2015-07-01.02:29:38,2015-07-01.02:29:38,1
Direct sub-classing of pathlib.Path,24132,2015-07-01.00:27:56,2015-05-06.05:26:53,1
DeprecationWarnings should be visible by default in the interactive REPL,24294,2015-06-30.15:37:01,2015-05-27.08:06:30,1
"os.setxattr PermissionError on panfs propagates up causing `copystat`, `copytree`, and `pip install .` to fail unhepfully",24538,2015-06-30.13:26:50,2015-06-30.12:07:21,1
asyncio.sock_recv() blocks normal ioloop actions.,24532,2015-06-30.06:17:49,2015-06-29.17:25:51,1
argparse: assertion failure if optional argument has square/round brackets in metavar,14046,2015-06-29.21:17:57,2012-02-18.05:21:48,1
ast.NodeTransformer doc bug,3530,2015-06-29.20:44:43,2008-08-09.02:26:13,1
"The docs never define what a pool ""task"" is",24475,2015-06-29.20:41:47,2015-06-19.17:05:37,1
make built-in tokenizer available via Python C API,3353,2015-06-29.14:41:47,2008-07-14.11:32:15,1
Documentation regressions from adding subprocess.run(),24420,2015-06-29.13:25:29,2015-06-10.04:04:16,1
PEP 484 docs,24272,2015-06-29.12:22:27,2015-05-23.21:09:28,1
textwrap.dedent() fails when largest common whitespace is a substring of smallest leading whitespace,21827,2015-06-29.12:13:06,2014-06-22.16:44:47,1
Update cgi module doc,11352,2015-06-29.12:11:31,2011-02-28.12:14:19,1
unittest assertSequenceEqual can lead to Difflib.compare() crashing on mostly different sequences,21253,2015-06-29.12:10:48,2014-04-16.15:54:46,1
Calling assertEquals for moderately long list takes too long,19217,2015-06-29.12:10:13,2013-10-10.13:04:46,1
The MimeTypes class cannot ignore global files per instance,24527,2015-06-29.12:00:37,2015-06-29.11:11:47,1
Update test_base64 to use test.support.script_helper,24279,2015-06-29.08:20:22,2015-05-24.20:13:11,1
Document test.support.script_helper,18576,2015-06-29.08:19:05,2013-07-28.12:32:44,1
"Make test.script_helper more comprehensive, and use it in the test suite",9517,2015-06-28.22:28:13,2010-08-04.22:50:46,1
Update _test_multiprocessing.py to use script helpers,24033,2015-06-28.22:26:44,2015-04-23.00:26:47,1
tokenize/untokenize roundtrip fails with tabs,20387,2015-06-28.17:11:10,2014-01-24.22:51:15,1
Rename and document test.bytecode_helper as test.support.bytecode_helper,18578,2015-06-28.16:07:25,2013-07-28.12:35:46,1
Test pkgutil.walk_packages in test_pkgutil instead of test_runpy,15358,2015-06-28.06:03:55,2012-07-15.09:54:30,1
Refactor the test_runpy walk_package support code into a common location,15376,2015-06-28.06:03:48,2012-07-17.07:10:48,1
Refactor package creation support code into a common location,15403,2015-06-28.06:03:13,2012-07-20.11:13:12,1
Tracebacks are unnecessarily verbose when using 'python -m',16217,2015-06-28.03:23:27,2012-10-13.12:51:40,1
test_codecs leaks references,22166,2015-06-28.03:21:22,2014-08-07.20:49:27,1
Add new PyRun_xxx() functions to not encode the filename,19518,2015-06-28.03:03:46,2013-11-07.11:47:59,1
No regression tests for -E and individual environment vars,16961,2015-06-28.03:03:23,2013-01-14.12:03:14,1
Ensure opcode names and args fit in disassembly output,22352,2015-06-28.03:03:16,2014-09-07.04:58:11,1
Provide a C helper function to chain raised (but not yet caught) exceptions,23188,2015-06-28.03:02:54,2015-01-08.03:17:20,1
Mention buildbots in the core dev section of the devguide,20357,2015-06-28.03:02:50,2014-01-23.03:18:16,1
multiprocessing should log a warning when forking multithreaded process,24512,2015-06-28.01:08:09,2015-06-25.18:19:54,1
shutil.which wrong result on Windows,24505,2015-06-27.19:19:43,2015-06-24.22:09:39,1
making builtin exceptions more informative,1182143,2015-06-27.15:55:41,2005-04-13.11:02:55,1
SSL create_default_socket purpose insufficiently documented,24516,2015-06-27.01:10:36,2015-06-26.13:05:40,1
Should ptags and eptags be removed from repo?,24498,2015-06-26.21:07:25,2015-06-24.14:26:30,1
time.strftime %z format specifier is the same as %Z,20281,2015-06-26.20:25:44,2014-01-16.18:35:42,1
provide context manager to redirect C output,24500,2015-06-26.09:51:11,2015-06-24.16:03:02,1
Add methods for async protocols,24511,2015-06-26.07:42:35,2015-06-25.15:42:28,1
Make _PyCoro_GetAwaitableIter a public API,24510,2015-06-26.07:40:39,2015-06-25.15:35:58,1
sqlite3 timestamp adapter chokes on timezones,19065,2015-06-26.05:29:52,2013-09-22.00:03:21,1
"socket, PEP 383: Mishandling of non-ASCII bytes in host/domain names",9377,2015-06-25.20:28:14,2010-07-25.18:33:02,1
SQLite error code not exposed to python,16379,2015-06-25.18:07:44,2012-11-01.10:14:38,1
CRLF issues,24507,2015-06-25.18:00:51,2015-06-25.03:26:22,1
Installer Vender Issue,24425,2015-06-25.17:38:44,2015-06-10.15:44:21,1
multiprocessing cleanup occasionally throws exception,24484,2015-06-25.15:06:21,2015-06-21.15:08:26,1
2to3 should remove from future_builtins import *,19111,2015-06-25.10:14:59,2013-09-28.14:52:33,1
int arithmetic relies on C signed overflow behaviour,7406,2015-06-25.03:12:05,2009-11-29.11:56:22,1
Add skip_host and skip_accept_encoding to HTTPConnection.request(),16830,2015-06-25.02:57:26,2012-12-31.23:57:53,1
make fails with gcc 4.9 due to fatal warning of unused variable and empty macro in Parser/pgen.c,24506,2015-06-24.23:25:28,2015-06-24.22:13:04,1
configure does not find (n)curses in /usr/local/libs,24501,2015-06-24.19:10:26,2015-06-24.16:19:02,1
Python Installer text piles up during installation process,24499,2015-06-24.15:59:31,2015-06-24.15:59:31,1
Compression level for zipfile,21417,2015-06-24.15:10:54,2014-05-02.18:00:16,1
zipfile ignores deflate level settings in zipinfo object,19894,2015-06-24.14:52:32,2013-12-05.09:26:49,1
test_smtplib: intermittent failures on FreeBSD,12210,2015-06-24.14:43:48,2011-05-29.20:29:37,1
Can't specify encoding with fileinput and inplace=True,24494,2015-06-24.13:38:34,2015-06-24.03:47:29,1
subprocess with env=os.environ doesn't preserve environment variables when calling a 32bit process on Windows 8.1,24493,2015-06-24.07:09:45,2015-06-23.20:37:07,1
"inspect.getsource only works for objects loaded from files, not interactive session",12920,2015-06-24.06:05:03,2011-09-06.18:37:57,1
unittest cannot load module whose name starts with Unicode,24263,2015-06-24.04:29:34,2015-05-22.06:49:00,1
Not documented special names,23639,2015-06-24.04:14:44,2015-03-11.11:15:01,1
IDLE - shell becomes unresponsive if debugger windows is closed while active.,15348,2015-06-23.23:47:06,2012-07-13.19:38:09,1
asyncio missing wrap_socket (starttls),23749,2015-06-23.21:13:47,2015-03-23.13:59:59,1
In argparse action append_const doesn't work for positional arguments,24419,2015-06-22.23:14:56,2015-06-09.23:05:09,1
Implement AUTH command in smtpd.,21935,2015-06-22.22:10:38,2014-07-07.21:00:23,1
subprocess failing in GUI applications on Windows,3905,2015-06-22.17:13:33,2008-09-18.23:07:01,1
ConfigParser.getboolean fails on boolean options,24488,2015-06-22.17:05:32,2015-06-22.16:45:17,1
AST Optimization: inlining of function calls,10399,2015-06-22.14:23:02,2010-11-12.20:16:50,1
Make tarfile have deterministic sorting,24465,2015-06-22.13:19:37,2015-06-18.12:14:12,1
HTTPResponse may drop buffer holding next response,23377,2015-06-22.12:44:07,2015-02-02.12:56:16,1
"Clarify difference between os.system/subprocess.call in section ""Replacing os.system()""",23750,2015-06-22.06:32:54,2015-03-23.14:28:11,1
nntplib shouldn't raise generic EOFError,1186900,2015-06-22.02:19:38,2005-04-20.19:52:50,1
Got warning when compiling sqlite3 module on Mac OS X,24464,2015-06-21.19:08:56,2015-06-18.11:31:43,1
SSL operations cause entire process to hang,23531,2015-06-21.18:13:16,2015-02-26.19:58:35,1
"itertools.tee causes segfault in a multithreading environment, while the equivalent implementation doesn't",24482,2015-06-21.17:28:03,2015-06-21.10:46:00,1
"test_nntplib: sporadic failures, network isses? server down?",19756,2015-06-21.10:28:37,2013-11-24.18:07:31,1
Deprecate PIPE with subprocess.check_call() and call(),22442,2015-06-21.09:47:32,2014-09-19.13:56:39,1
urllib2 failing with squid proxy and digest authentication,16095,2015-06-21.07:47:23,2012-09-30.16:41:31,1
No-argument super in method with variable arguments raises SystemError,15753,2015-06-21.00:15:42,2012-08-21.11:52:40,1
Backport py.exe to 3.4,24306,2015-06-20.20:11:15,2015-05-28.00:10:56,1
function with modified __name__ uses original name when there's an arg error,4322,2015-06-20.13:37:44,2008-11-14.06:44:18,1
subprocess and deadlock avoidance,10482,2015-06-20.12:50:44,2010-11-21.06:16:01,1
generator.throw() documentation inaccurate,14911,2015-06-20.12:00:48,2012-05-25.11:02:16,1
str.translate documentation incomplete,21279,2015-06-20.07:10:26,2014-04-17.01:01:22,1
OrderedDict behavior is unclear with misbehaving keys.,24370,2015-06-20.06:53:13,2015-06-03.03:01:19,1
subprocess.check_output() docs misrepresent what shell=True does,20344,2015-06-20.06:25:51,2014-01-22.14:25:04,1
"test_nntplib: sporadic failures, test_article_head_body()",19613,2015-06-20.01:44:28,2013-11-15.17:30:45,1
urlencode() of dictionary not as expected,24460,2015-06-20.01:29:19,2015-06-17.06:48:42,1
In argparse subparser's option goes to parent parser,24477,2015-06-20.00:52:42,2015-06-20.00:52:42,1
Documentation archives should be available also in tar.xz format,20741,2015-06-19.19:49:09,2014-02-23.08:05:20,1
Py2.x int free list can grow without bounds,24469,2015-06-19.19:12:52,2015-06-19.06:31:18,1
Make libedit support more generic; port readline / libedit to FreeBSD,13501,2015-06-19.11:59:48,2011-11-29.15:19:01,1
"csv.skipinitialspace only skips spaces, not ""whitespace"" in general",21297,2015-06-18.22:24:47,2014-04-18.11:52:21,1
SimpleHTTPRequestHandler refactor for more extensible usage.,23255,2015-06-18.16:19:16,2015-01-17.13:51:58,1
WeakValueDictionary bug in setdefault()&pop(),19542,2015-06-18.15:24:27,2013-11-10.08:51:04,1
extend_path explanation in documentation is ambiguous,24466,2015-06-18.14:33:16,2015-06-18.14:33:16,1
Race condition compiling Modules/_math.c,24421,2015-06-18.10:32:55,2015-06-10.08:06:40,1
iso6937 encoding missing,24339,2015-06-18.09:26:40,2015-05-31.13:20:03,1
"test_warnings modifies warnings.filters when running with ""-W default""",18383,2015-06-18.06:31:50,2013-07-06.13:36:14,1
In argparse empty choices cannot be printed in the help,24444,2015-06-18.01:07:22,2015-06-13.06:47:02,1
_PyGen_FetchStopIterationValue() crashes on unnormalised exceptions,23996,2015-06-17.16:56:58,2015-04-18.19:45:13,1
Got warning when compiling _scproxy.c on Mac,24380,2015-06-17.15:10:47,2015-06-04.14:20:59,1
longMessage attribute is ignored in unittest.TestCase.assertRegexpMatches etc,20362,2015-06-17.09:31:15,2014-01-23.09:39:37,1
Mention PYTHONFAULTHANDLER in the man page,24459,2015-06-16.21:07:21,2015-06-16.20:51:35,1
Interaction of ModuleSpec and C Extension Modules,23642,2015-06-16.10:49:43,2015-03-11.15:08:51,1
ItemsView.__contains__ does not mimic dict_items,24434,2015-06-16.04:23:41,2015-06-11.18:57:53,1
"Documentation doesn't explain the term ""coroutine"" (PEP 342)",24087,2015-06-15.23:39:48,2015-04-30.20:25:52,1
Add metrics to future objects (concurrent or asyncio?),24451,2015-06-15.18:42:59,2015-06-14.17:16:11,1
Improve the usability of the match object named group API,24454,2015-06-15.15:36:54,2015-06-15.03:47:52,1
python socket module fails to build on Solaris when -zignore is in LDFLAGS,23895,2015-06-15.15:19:15,2015-04-09.13:43:05,1
Add a pipe type (FIFO) to the io module,9939,2015-06-15.13:47:00,2010-09-24.15:19:21,1
Cannot modify dictionaries inside dictionaries using Managers from multiprocessing,6766,2015-06-15.10:27:29,2009-08-23.17:46:28,1
gzip module failing to decompress valid compressed file,24301,2015-06-15.08:17:58,2015-05-27.15:59:03,1
subclass of multiprocessing Connection segfault upon attribute acces,24427,2015-06-15.06:17:57,2015-06-10.19:26:55,1
pythonx.y-config --ldflags out of /usr and missing -L<install_lib_dir>,7352,2015-06-15.06:12:26,2009-11-18.20:58:57,1
Remove incorrect uses of recursive make,22359,2015-06-15.05:59:22,2014-09-08.08:44:29,1
Make webbrowser support Chrome on Mac OS X,24452,2015-06-15.01:17:39,2015-06-14.21:33:25,1
Update test_unicodedata.py to use script_helpers,23981,2015-06-14.17:26:42,2015-04-17.00:00:34,1
Return a namedtuple from date.isocalendar(),24416,2015-06-14.10:42:58,2015-06-09.12:37:20,1
email.Message param parsing problem II,795081,2015-06-13.14:51:48,2003-08-26.03:37:10,1
OSError 17 due to _multiprocessing/semaphore.c assuming a one-to-one Pid -> process mapping.,24303,2015-06-13.13:18:18,2015-05-27.18:22:59,1
Missing fixer for changed round() behavior,24403,2015-06-13.06:45:22,2015-06-07.10:58:41,1
smtpd.py does not allow multiple helo/ehlo commands,21783,2015-06-13.04:31:17,2014-06-16.20:27:57,1
RFC 6531 (SMTPUTF8) support in smtpd.PureProxy,22158,2015-06-13.03:52:09,2014-08-06.19:07:56,1
input() uses sys.__stdout__ instead of sys.stdout for prompt,24402,2015-06-12.21:51:13,2015-06-07.09:30:52,1
Derby #18: Convert 31 sites to Argument Clinic across 23 files,20186,2015-06-12.21:23:19,2014-01-08.00:23:06,1
Better repr for threading objects,24391,2015-06-12.18:39:44,2015-06-06.10:21:42,1
Tkinter in Python 3.4 on Windows don't post internal clipboard data to the Windows clipboard on exit,23760,2015-06-12.13:40:59,2015-03-24.10:47:56,1
Documentation of EnvironmentError (OSError) arguments disappeared,23391,2015-06-12.01:48:53,2015-02-04.05:06:50,1
Add AF_IUCV support to sockets,23830,2015-06-11.19:21:11,2015-03-31.19:01:24,1
ZipFile.read() cannot decrypt multiple members from Windows 7zFM,24430,2015-06-11.14:29:22,2015-06-11.13:53:41,1
Assignment to __bases__ of direct object subclasses,672115,2015-06-11.10:26:13,2003-01-21.22:45:40,1
raw_input misbehaves when readline is imported,12833,2015-06-11.09:07:39,2011-08-24.17:00:11,1
subprocess: more general (non-buffering) communication,1260171,2015-06-11.08:18:50,2005-08-15.19:15:12,1
pip error on windows whose current user name contains non-ascii characters,24307,2015-06-11.07:34:54,2015-05-28.02:20:59,1
Remove -Wunreachable-code flag,24324,2015-06-11.04:46:03,2015-05-29.13:51:17,1
sqlite3.Cursor.lastrowid isn't populated when executing a SQL REPLACE statement,16864,2015-06-11.00:56:57,2013-01-04.17:24:20,1
Ctypes callbacks shows problem on Windows Python (64bit),17310,2015-06-10.22:46:14,2013-02-27.15:51:14,1
format method: c presentation type broken in 2.7,7267,2015-06-10.18:54:25,2009-11-05.16:22:47,1
xml.dom.minidom: performance issue with Node.insertBefore(),24424,2015-06-10.13:29:16,2015-06-10.13:29:16,1
libpython27.a in python-2.7.10 i386 (windows msi release) contains 64-bit objects,24385,2015-06-10.11:38:56,2015-06-04.20:52:13,1
Configparser interpolation is unexpected,24086,2015-06-10.07:45:49,2015-04-30.19:12:10,1
"Inconsistent behavior between set and dict_keys/dict_items: for non-iterable object x, set().__or__(x) raises NotImplementedError, but {}.keys().__or__(x) raises TypeError",24413,2015-06-10.05:08:23,2015-06-08.21:04:25,1
lzma module very slow with line-oriented reading.,18003,2015-06-10.03:07:25,2013-05-17.22:27:24,1
"Broken ""Exception ignored in:"" message on exceptions in __repr__",22836,2015-06-10.02:02:06,2014-11-10.10:22:49,1
"""make install"" will not install pip if already present in user site-packages",24418,2015-06-09.22:32:06,2015-06-09.18:01:53,1
Cookie parsing should be more permissive,22983,2015-06-09.14:35:59,2014-12-02.16:59:37,1
Type-specific documentation for __format__ methods,24417,2015-06-09.14:33:23,2015-06-09.13:38:05,1
Interpreter triggers  segmentation fault  at the starting,24228,2015-06-09.14:05:15,2015-05-18.15:49:39,1
venv documentation incorrect / misleading,24356,2015-06-09.13:24:58,2015-06-01.22:21:33,1
SIGINT always reset to SIG_DFL by Py_Finalize(),24415,2015-06-09.12:43:34,2015-06-09.12:30:06,1
"Python 3.4.3 64 bits is not ""high dpi aware""",24390,2015-06-09.10:26:36,2015-06-06.09:20:26,1
Increase pickle compatibility,13566,2015-06-09.10:08:12,2011-12-09.13:25:03,1
MACOSX_DEPLOYMENT_TARGET set incorrectly by configure,24414,2015-06-08.21:47:29,2015-06-08.21:44:34,1
Test asynchat makes wrong assumptions,24397,2015-06-08.19:00:41,2015-06-06.17:32:23,1
Change str(x) to return only the qualname for some types,13224,2015-06-08.18:37:48,2011-10-19.19:44:54,1
IDLE removes elements from tracebacks.,24252,2015-06-08.11:41:35,2015-05-21.00:44:08,1
difflib.SequenceMatcher faster quick_ratio with lower bound specification,24384,2015-06-08.07:36:44,2015-06-04.20:12:55,1
http.client.HTTPConnection.putrequest encode  error,17214,2015-06-08.04:48:40,2013-02-16.10:52:39,1
Docs on Parsing arguments should say something about mem mgmt for formatters returning C strings,24278,2015-06-08.02:06:16,2015-05-24.15:27:38,1
argparse: add ability to create a man page,14102,2015-06-07.23:30:42,2012-02-23.21:15:59,1
__self__ on built-in functions is not as documented,14003,2015-06-07.18:10:23,2012-02-13.19:05:34,1
Replace debuglevel-related logic with logging,24255,2015-06-07.17:17:28,2015-05-21.06:25:54,1
